qualificação_Id,corrida_Id,piloto_Id,constructor_Id,número,posição,q1,q2,q3
1671,191,63,21,17,16,1:33.927,NULL,NULL
1672,191,74,18,23,17,1:34.646,NULL,NULL
1673,191,76,24,19,18,1:34.906,NULL,NULL
1674,191,73,25,20,19,1:35.119,NULL,NULL
1675,191,64,21,16,20,1:35.140,NULL,NULL
1676,191,44,20,14,21,1:35.215,NULL,NULL
1677,191,75,18,22,22,1:35.301,NULL,NULL
1678,192,57,1,8,1,1:17.092,NULL,NULL
1679,192,14,1,7,2,1:17.757,NULL,NULL
1680,192,49,3,2,3,1:18.109,NULL,NULL
1681,192,30,6,3,4,1:18.250,NULL,NULL
1682,192,25,22,6,5,1:18.261,NULL,NULL
1683,192,56,6,4,6,1:18.449,NULL,NULL
1684,192,21,22,5,7,1:18.652,NULL,NULL
1685,192,23,17,10,8,1:18.735,NULL,NULL
1686,192,44,20,14,9,1:18.753,NULL,NULL
1687,192,35,3,1,10,1:18.761,NULL,NULL
1688,192,71,17,9,11,1:18.988,NULL,NULL
1689,192,15,20,12,12,1:19.069,NULL,NULL
1690,192,22,24,18,13,1:19.344,NULL,NULL
1691,192,65,15,15,14,1:19.375,NULL,NULL
1692,192,55,15,14,15,1:19.449,NULL,NULL
1693,192,76,24,19,16,1:19.375,NULL,NULL
1694,192,68,25,21,17,1:20.203,NULL,NULL
1695,192,75,18,22,18,1:20.390,NULL,NULL
1696,192,74,18,23,19,1:20.459,NULL,NULL
1697,192,63,21,17,20,1:20.481,NULL,NULL
1698,192,73,25,20,21,1:20.748,NULL,NULL
1699,192,64,21,16,22,1:20.847,NULL,NULL
1700,193,14,1,7,1,1:25.852,NULL,NULL
1701,193,30,6,3,2,1:26.251,NULL,NULL
1702,193,57,1,8,3,1:26.632,NULL,NULL
1703,193,56,6,4,4,1:26.780,NULL,NULL
1704,193,23,17,10,5,1:26.827,NULL,NULL
1705,193,49,3,2,6,1:26.876,NULL,NULL
1706,193,35,3,1,7,1:26.941,NULL,NULL
1707,193,25,22,6,8,1:27.198,NULL,NULL
1708,193,71,17,9,9,1:27.483,NULL,NULL
1709,193,21,22,5,10,1:27.836,NULL,NULL
1710,193,55,15,14,11,1:27.839,NULL,NULL
1711,193,65,15,15,12,1:28.016,NULL,NULL
1712,193,68,25,18,13,1:28.811,NULL,NULL
1713,193,22,24,18,14,1:29.249,NULL,NULL
1714,193,44,20,11,15,1:29.320,NULL,NULL
1715,193,15,20,12,16,1:29.352,NULL,NULL
1716,193,63,21,17,17,1:29.617,NULL,NULL
1717,193,64,21,16,18,1:29.617,NULL,NULL
1718,193,75,18,22,19,1:30.054,NULL,NULL
1719,193,74,18,23,20,1:30.158,NULL,NULL
1720,193,73,25,20,21,1:30.437,NULL,NULL
1721,193,76,24,19,22,1:31.178,NULL,NULL
1722,199,57,1,8,1,1:23.271,NULL,NULL
1723,199,30,6,3,2,1:23.720,NULL,NULL
1724,199,35,3,1,3,1:24.102,NULL,NULL
1725,199,14,1,7,4,1:24.310,NULL,NULL
1726,199,56,6,4,5,1:24.436,NULL,NULL
1727,199,49,3,2,6,1:24.442,NULL,NULL
1728,199,71,17,9,7,1:24.542,NULL,NULL
1729,199,55,15,14,8,1:25.081,NULL,NULL
1730,199,65,15,15,9,1:25.084,NULL,NULL
1731,199,21,22,5,10,1:25.654,NULL,NULL
1732,199,25,22,6,11,1:25.760,NULL,NULL
1733,199,64,21,16,12,1:26.376,NULL,NULL
1734,199,63,21,17,13,1:26.487,NULL,NULL
1735,199,15,20,12,14,1:26.808,NULL,NULL
1736,199,50,24,19,15,1:26.948,NULL,NULL
1737,199,22,24,18,16,1:26.990,NULL,NULL
1738,199,68,25,21,17,1:27.061,NULL,NULL
1739,199,74,18,23,18,1:28.051,NULL,NULL
1740,199,75,18,22,19,1:28.123,NULL,NULL
1741,199,73,25,20,20,1:28.608,NULL,NULL
1742,199,23,17,9,21,NULL,NULL,NULL
1743,199,44,20,11,22,NULL,NULL,NULL
1744,200,21,22,5,1,1:29.598,NULL,NULL
1745,200,55,15,14,2,1:30.317,NULL,NULL
1746,200,57,1,8,3,1:30.517,NULL,NULL
1747,200,30,6,3,4,1:30.551,NULL,NULL
1748,200,22,24,18,5,1:31.005,NULL,NULL
1749,200,63,21,17,6,1:31.028,NULL,NULL
1750,200,49,3,2,7,1:31.515,NULL,NULL
1751,200,56,6,4,8,1:31.651,NULL,NULL
1752,200,23,17,10,9,1:31.917,NULL,NULL
1753,200,44,20,11,10,1:32.081,NULL,NULL
1754,200,35,3,1,11,1:32.083,NULL,NULL
1755,200,50,24,19,12,1:32.099,NULL,NULL
1756,200,64,21,16,13,1:32.206,NULL,NULL
1757,200,14,1,7,14,1:32.399,NULL,NULL
1758,200,71,17,9,15,1:32.718,NULL,NULL
1759,200,15,20,12,16,1:32.906,NULL,NULL
1760,200,25,22,6,17,1:33.185,NULL,NULL
1761,200,65,15,15,18,1:33.205,NULL,NULL
1762,200,74,18,23,19,1:33.399,NULL,NULL
1763,200,68,25,21,20,1:34.090,NULL,NULL
1764,200,75,18,22,21,1:34.536,NULL,NULL
1765,200,73,25,20,22,1:34.910,NULL,NULL
1766,201,57,1,8,1,1:41.838,NULL,NULL
1767,201,14,1,7,2,1:42.347,NULL,NULL
1768,201,35,3,1,3,1:42.365,NULL,NULL
1769,201,23,17,10,4,1:42.994,NULL,NULL
1770,201,71,17,9,5,1:43.183,NULL,NULL
1771,201,56,6,4,6,1:43.270,NULL,NULL
1772,201,25,22,6,7,1:43.341,NULL,NULL
1773,201,21,22,5,8,1:43.369,NULL,NULL
1774,201,30,6,3,9,1:43.459,NULL,NULL
1775,201,49,3,2,10,1:43.467,NULL,NULL
1776,201,55,15,14,11,1:43.663,NULL,NULL
1777,201,65,15,15,12,1:44.599,NULL,NULL
1778,201,22,24,16,13,1:44.776,NULL,NULL
1779,201,15,20,12,14,1:44.844,NULL,NULL
1780,201,68,25,21,15,1:44.961,NULL,NULL
1781,201,44,20,11,16,1:45.197,NULL,NULL
1782,201,63,21,17,17,1:45.276,NULL,NULL
1783,201,64,21,16,18,1:45.588,NULL,NULL
1784,201,50,24,19,19,1:45.623,NULL,NULL
1785,201,75,18,22,20,1:46.713,NULL,NULL
1786,201,74,18,23,21,1:47.265,NULL,NULL
1787,203,57,1,8,1,1:48.682,NULL,NULL
1788,203,14,1,7,2,1:48.845,NULL,NULL
1789,203,71,17,9,3,1:49.728,NULL,NULL
1790,203,30,6,3,4,1:50.027,NULL,NULL
1791,203,56,6,4,5,1:50.189,NULL,NULL
1792,203,35,3,1,6,1:50.204,NULL,NULL
1793,203,21,22,5,7,1:50.462,NULL,NULL
1794,203,23,17,10,8,1:50.501,NULL,NULL
1795,203,49,3,2,9,1:50.686,NULL,NULL
1796,203,55,15,14,10,1:51.189,NULL,NULL
1797,203,25,22,6,11,1:51.648,NULL,NULL
1798,203,65,15,15,12,1:51.851,NULL,NULL
1799,203,15,20,12,13,1:52.572,NULL,NULL
1800,203,22,24,18,14,1:52.670,NULL,NULL
1801,203,44,20,11,15,1:52.784,NULL,NULL
1802,203,64,21,16,16,1:53.037,NULL,NULL
1803,203,50,24,19,17,1:53.149,NULL,NULL
1804,203,63,21,17,18,1:53.207,NULL,NULL
1805,203,68,25,21,19,1:53.237,NULL,NULL
1806,203,73,25,20,20,1:54.850,NULL,NULL
1807,203,75,18,22,21,1:55.084,NULL,NULL
1808,203,74,18,23,22,1:55.520,NULL,NULL
1809,207,35,3,3,1,1:29.369,NULL,NULL
1810,207,49,3,4,2,1:31.123,NULL,NULL
1811,207,30,6,5,3,1:31.472,NULL,NULL
1812,207,14,1,10,4,1:31.531,NULL,NULL
1813,207,56,6,6,5,1:31.881,NULL,NULL
1814,207,57,1,9,6,1:31.971,NULL,NULL
1815,207,65,15,16,7,1:32.287,NULL,NULL
1816,207,55,22,7,8,1:32.593,NULL,NULL
1817,207,44,20,14,9,1:32.842,NULL,NULL
1818,207,77,22,8,10,1:32.870,NULL,NULL
1819,207,22,24,22,11,1:33.075,NULL,NULL
1820,207,23,17,11,12,1:33.130,NULL,NULL
1821,207,78,15,17,13,1:33.327,NULL,NULL
1822,207,21,17,12,14,1:33.552,NULL,NULL
1823,207,79,18,20,15,1:33.798,NULL,NULL
1824,207,75,20,15,16,1:33.989,NULL,NULL
1825,207,15,18,21,17,1:34.120,NULL,NULL
1826,207,63,25,19,18,1:34.229,NULL,NULL
1827,207,76,24,23,19,1:34.623,NULL,NULL
1828,207,71,21,1,20,1:34.806,NULL,NULL
1829,207,50,25,18,21,1:34.943,NULL,NULL
1830,207,64,21,2,22,1:35.972,NULL,NULL
1831,208,35,3,3,1,1:16.004,NULL,NULL
1832,208,30,6,5,2,1:16.594,NULL,NULL
1833,208,77,22,8,3,1:16.644,NULL,NULL
1834,208,57,1,9,4,1:16.692,NULL,NULL
1835,208,44,20,14,5,1:16.576,NULL,NULL
1836,208,55,22,7,6,1:16.757,NULL,NULL
1837,208,21,17,12,7,1:16.912,NULL,NULL
1838,208,49,3,4,8,1:16.971,NULL,NULL
1839,208,71,21,1,9,1:17.090,NULL,NULL
1840,208,23,17,11,10,1:17.175,NULL,NULL
1841,208,22,24,22,11,1:17.259,NULL,NULL
1842,208,14,1,10,12,1:17.262,NULL,NULL
1843,208,65,15,16,13,1:17.409,NULL,NULL
1844,208,56,6,6,14,1:17.527,NULL,NULL
1845,208,75,20,15,15,1:17.999,NULL,NULL
1846,208,64,21,2,16,1:18.095,NULL,NULL
1847,208,15,18,21,17,1:18.336,NULL,NULL
1848,208,79,18,20,18,1:18.557,NULL,NULL
1849,208,78,15,17,19,1:18.644,NULL,NULL
1850,208,76,24,23,20,1:18.773,NULL,NULL
1851,208,50,25,18,21,1:18.885,NULL,NULL
1852,208,63,25,19,22,1:19.274,NULL,NULL
1853,209,35,3,3,1,1:24.473,NULL,NULL
1854,209,49,3,4,2,1:25.271,NULL,NULL
1855,209,44,20,14,3,1:25.491,NULL,NULL
1856,209,30,6,5,4,1:25.773,NULL,NULL
1857,209,22,24,22,5,1:25.942,NULL,NULL
1858,209,23,17,11,6,1:26.218,NULL,NULL
1859,209,56,6,6,7,1:26.327,NULL,NULL
1860,209,65,15,16,8,1:26.564,NULL,NULL
1861,209,21,17,12,9,1:26.619,NULL,NULL
1862,209,14,1,10,10,1:26.799,NULL,NULL
1863,209,55,22,7,11,1:27.076,NULL,NULL
1864,209,77,22,8,12,1:27.259,NULL,NULL
1865,209,71,21,1,13,1:27.281,NULL,NULL
1866,209,78,15,17,14,1:27.690,NULL,NULL
1867,209,76,24,23,15,1:28.035,NULL,NULL
1868,209,50,25,18,16,1:28.094,NULL,NULL
1869,209,57,1,9,17,1:28.135,NULL,NULL
1870,209,15,18,21,18,1:28.160,NULL,NULL
1871,209,63,25,19,19,1:28.224,NULL,NULL
1872,209,75,20,15,20,1:28.366,NULL,NULL
1873,209,79,18,20,21,1:28.413,NULL,NULL
1874,209,64,21,2,22,1:28.696,NULL,NULL
1875,210,35,3,3,1,1:23.303,NULL,NULL
1876,210,49,3,4,2,1:23.646,NULL,NULL
1877,210,30,6,5,3,1:23.955,NULL,NULL
1878,210,44,20,14,4,1:24.075,NULL,NULL
1879,210,23,17,11,5,1:24.081,NULL,NULL
1880,210,21,17,12,6,1:24.596,NULL,NULL
1881,210,65,15,16,7,1:24.723,NULL,NULL
1882,210,57,1,9,8,1:24.812,NULL,NULL
1883,210,56,6,6,9,1:24.862,NULL,NULL
1884,210,14,1,10,10,1:25.077,NULL,NULL
1885,210,77,22,8,11,1:25.371,NULL,NULL
1886,210,78,15,17,12,1:25.554,NULL,NULL
1887,210,22,24,22,13,1:25.579,NULL,NULL
1888,210,55,22,7,14,1:25.729,NULL,NULL
1889,210,71,21,1,15,1:25.743,NULL,NULL
1890,210,76,24,23,16,1:26.192,NULL,NULL
1891,210,64,21,2,17,1:26.253,NULL,NULL
1892,210,75,20,15,18,1:26.712,NULL,NULL
1893,210,63,25,19,19,1:26.852,NULL,NULL
1894,210,15,18,21,20,1:26.960,NULL,NULL
1895,210,50,25,18,21,1:27.428,NULL,NULL
1896,210,79,18,20,22,1:28.727,NULL,NULL
1897,211,49,3,4,1,1:18.216,NULL,NULL
1898,211,30,6,5,2,1:18.235,NULL,NULL
1899,211,35,3,3,3,1:18.583,NULL,NULL
1900,211,21,17,12,4,1:18.665,NULL,NULL
1901,211,14,1,10,5,1:18.779,NULL,NULL
1902,211,23,17,11,6,1:18.943,NULL,NULL
1903,211,65,15,16,7,1:19.105,NULL,NULL
1904,211,57,1,9,8,1:19.119,NULL,NULL
1905,211,55,22,7,9,1:19.263,NULL,NULL
1906,211,22,24,22,10,1:19.295,NULL,NULL
1907,211,78,15,17,11,1:19.468,NULL,NULL
1908,211,44,20,14,12,1:19.626,NULL,NULL
1909,211,71,21,1,13,1:19.674,NULL,NULL
1910,211,63,25,18,14,1:19.694,NULL,NULL
1911,211,56,6,6,15,1:19.723,NULL,NULL
1912,211,64,21,2,16,1:19.860,NULL,NULL
1913,211,77,22,8,17,1:20.199,NULL,NULL
1914,211,15,18,21,18,1:20.349,NULL,NULL
1915,211,76,24,23,19,1:20.516,NULL,NULL
1916,211,79,18,20,20,1:20.606,NULL,NULL
1917,211,75,20,15,21,1:20.961,NULL,NULL
1918,211,50,25,19,22,1:21.290,NULL,NULL
1919,212,35,3,3,1,1:16.525,NULL,NULL
1920,212,49,3,4,2,1:16.791,NULL,NULL
1921,212,14,1,10,3,1:17.521,NULL,NULL
1922,212,55,22,7,4,1:17.717,NULL,NULL
1923,212,57,1,10,5,1:17.737,NULL,NULL
1924,212,77,22,8,6,1:18.041,NULL,NULL
1925,212,30,6,5,7,1:18.313,NULL,NULL
1926,212,21,17,12,8,1:18.385,NULL,NULL
1927,212,23,17,11,9,1:18.423,NULL,NULL
1928,212,65,15,16,10,1:18.494,NULL,NULL
1929,212,56,6,6,11,1:18.873,NULL,NULL
1930,212,44,20,14,12,1:19.157,NULL,NULL
1931,212,81,15,17,13,1:19.323,NULL,NULL
1932,212,63,25,18,14,1:20.079,NULL,NULL
1933,212,71,21,1,15,1:20.089,NULL,NULL
1934,212,75,20,15,16,1:20.103,NULL,NULL
1935,212,22,24,22,17,1:20.255,NULL,NULL
1936,212,15,18,21,18,1:20.452,NULL,NULL
1937,212,50,25,19,19,1:20.582,NULL,NULL
1938,212,79,18,20,20,1:20.672,NULL,NULL
1939,212,64,21,2,21,1:21.029,NULL,NULL
1940,212,76,24,23,22,1:21.060,NULL,NULL
1941,213,30,6,5,1,1:18.095,NULL,NULL
1942,213,35,3,3,2,1:18.108,NULL,NULL
1943,213,22,24,22,3,1:18.388,NULL,NULL
1944,213,49,3,4,4,1:18.464,NULL,NULL
1945,213,14,1,10,5,1:18.466,NULL,NULL
1946,213,21,17,12,6,1:18.750,NULL,NULL
1947,213,23,17,11,7,1:18.869,NULL,NULL
1948,213,55,22,7,8,1:18.899,NULL,NULL
1949,213,57,1,9,9,1:18.916,NULL,NULL
1950,213,44,20,14,10,1:19.034,NULL,NULL
1951,213,25,22,8,11,1:19.286,NULL,NULL
1952,213,56,6,6,12,1:19.503,NULL,NULL
1953,213,65,15,16,13,1:19.622,NULL,NULL
1954,213,50,25,19,14,1:20.102,NULL,NULL
1955,213,71,21,1,15,1:20.129,NULL,NULL
1956,213,64,21,2,16,1:20.175,NULL,NULL
1957,213,63,25,18,17,1:20.336,NULL,NULL
1958,213,81,15,17,18,1:20.357,NULL,NULL
1959,213,75,20,15,19,1:20.370,NULL,NULL
1960,213,15,18,21,20,1:20.370,NULL,NULL
1961,213,76,24,23,21,1:20.491,NULL,NULL
1962,213,79,18,20,22,1:21.034,NULL,NULL
1963,214,30,6,5,1,1:14.548,NULL,NULL
1964,214,49,3,4,2,1:14.749,NULL,NULL
1965,214,23,17,11,3,1:14.755,NULL,NULL
1966,214,35,3,3,4,1:14.800,NULL,NULL
1967,214,56,6,6,5,1:14.860,NULL,NULL
1968,214,15,20,14,6,1:14.957,NULL,NULL
1969,214,25,22,8,7,1:14.986,NULL,NULL
1970,214,55,22,7,8,1:15.228,NULL,NULL
1971,214,14,1,10,9,1:15.270,NULL,NULL
1972,214,57,1,9,10,1:15.339,NULL,NULL
1973,214,21,17,12,11,1:15.453,NULL,NULL
1974,214,22,24,22,12,1:15.876,NULL,NULL
1975,214,75,20,15,13,1:15.876,NULL,NULL
1976,214,65,15,16,14,1:16.018,NULL,NULL
1977,214,76,24,23,15,1:16.149,NULL,NULL
1978,214,64,21,2,16,1:16.536,NULL,NULL
1979,214,71,21,1,17,1:16.729,NULL,NULL
1980,214,50,25,19,18,1:16.941,NULL,NULL
1981,214,63,25,18,19,1:17.256,NULL,NULL
1982,214,82,15,17,20,1:17.538,NULL,NULL
1983,214,79,18,20,21,1:17.563,NULL,NULL
1984,214,58,18,21,22,1:18.280,NULL,NULL
1985,215,35,3,3,1,1:21.598,NULL,NULL
1986,215,49,3,4,2,1:21.732,NULL,NULL
1987,215,57,1,9,3,1:21.797,NULL,NULL
1988,215,30,6,5,4,1:21.977,NULL,NULL
1989,215,23,17,11,5,1:22.277,NULL,NULL
1990,215,14,1,10,6,1:22.279,NULL,NULL
1991,215,56,6,6,7,1:22.342,NULL,NULL
1992,215,25,22,8,8,1:22.344,NULL,NULL
1993,215,65,15,16,9,1:22.368,NULL,NULL
1994,215,21,17,12,10,1:22.371,NULL,NULL
1995,215,55,22,17,11,1:22.392,NULL,NULL
1996,215,71,21,1,12,1:23.271,NULL,NULL
1997,215,15,20,14,13,1:23.366,NULL,NULL
1998,215,75,20,15,14,1:23.887,NULL,NULL
1999,215,76,24,23,15,1:24.067,NULL,NULL
2000,215,64,21,2,16,1:24.239,NULL,NULL
2001,215,63,25,19,17,1:24.478,NULL,NULL
2002,215,79,18,20,18,1:24.553,NULL,NULL
2003,215,50,25,18,19,1:25.010,NULL,NULL
2004,215,58,18,21,20,1:25.154,NULL,NULL
2005,215,22,24,22,21,1:25.525,NULL,NULL
2006,215,82,15,17,22,NULL,NULL,NULL
2007,216,77,22,8,1,1:41.873,NULL,NULL
2008,216,21,17,12,2,1:41.896,NULL,NULL
2009,216,57,1,9,3,1:42.034,NULL,NULL
2010,216,30,6,5,4,1:42.181,NULL,NULL
2011,216,49,3,4,5,1:42.421,NULL,NULL
2012,216,55,22,7,6,1:42.493,NULL,NULL
2013,216,23,17,11,7,1:42.498,NULL,NULL
2014,216,14,1,10,8,1:42.687,NULL,NULL
2015,216,35,3,3,9,1:42.967,NULL,NULL
2016,216,56,6,6,10,1:43.209,NULL,NULL
2017,216,15,20,14,11,1:43.226,NULL,NULL
2018,216,22,24,22,12,1:43.272,NULL,NULL
2019,216,71,21,1,13,1:43.361,NULL,NULL
2020,216,65,15,16,14,1:43.660,NULL,NULL
2021,216,76,24,23,15,1:43.927,NULL,NULL
2022,216,64,21,2,16,1:44.069,NULL,NULL
2023,216,75,20,15,17,1:44.112,NULL,NULL
2024,216,82,15,17,18,1:44.552,NULL,NULL
2025,216,63,25,18,19,1:45.372,NULL,NULL
2026,216,50,25,19,20,1:45.811,NULL,NULL
2027,216,58,18,21,21,1:45.942,NULL,NULL
2028,216,79,18,20,22,1:46.499,NULL,NULL
2029,224,35,3,6,1,1:32.371,NULL,NULL
2030,224,71,3,5,2,1:32.509,NULL,NULL
2031,224,56,6,2,3,1:32.889,NULL,NULL
2032,224,30,6,1,4,1:33.125,NULL,NULL
2033,224,57,1,7,5,1:34.054,NULL,NULL
2034,224,55,22,3,6,1:34.257,NULL,NULL
2035,224,77,22,4,7,1:34.344,NULL,NULL
2036,224,22,17,11,8,1:34.474,NULL,NULL
2037,224,49,15,15,9,1:34.494,NULL,NULL
2038,224,63,25,19,10,1:34.832,NULL,NULL
2039,224,44,27,9,11,1:35.330,NULL,NULL
2040,224,50,29,17,12,1:35.338,NULL,NULL
2041,224,14,1,8,13,1:35.351,NULL,NULL
2042,224,65,15,14,14,1:35.453,NULL,NULL
2043,224,79,25,18,15,1:35.715,NULL,NULL
2044,224,21,18,21,16,1:35.898,NULL,NULL
2045,224,83,18,20,17,1:36.109,NULL,NULL
2046,224,73,29,16,18,1:36.198,NULL,NULL
2047,224,84,17,12,19,1:36.286,NULL,NULL
2048,224,64,27,10,20,1:36.298,NULL,NULL
2049,225,71,3,5,1,1:18.111,NULL,NULL
2050,225,22,17,11,2,1:19.092,NULL,NULL
2051,225,35,3,6,3,1:19.254,NULL,NULL
2052,225,30,6,1,4,1:19.474,NULL,NULL
2053,225,55,22,3,5,1:19.484,NULL,NULL
2054,225,84,17,12,6,1:19.519,NULL,NULL
2055,225,57,1,7,7,1:19.607,NULL,NULL
2056,225,77,22,4,8,1:19.762,NULL,NULL
2057,225,49,15,15,9,1:19.799,NULL,NULL
2058,225,56,6,2,10,1:19.951,NULL,NULL
2059,225,63,25,19,11,1:20.000,NULL,NULL
2060,225,65,15,14,12,1:20.144,NULL,NULL
2061,225,50,29,17,13,1:20.157,NULL,NULL
2062,225,14,1,8,14,1:20.167,NULL,NULL
2063,225,44,27,9,15,1:20.426,NULL,NULL
2064,225,79,25,18,16,1:20.427,NULL,NULL
2065,225,73,29,16,17,1:20.440,NULL,NULL
2066,225,83,18,20,18,1:21.491,NULL,NULL
2067,225,69,28,22,19,1:23.174,NULL,NULL
2068,225,85,28,23,20,1:23.454,NULL,NULL
2069,225,58,18,21,21,NULL,NULL,NULL
2070,225,64,27,10,22,NULL,NULL,NULL
2071,226,71,3,5,1,1:30.346,NULL,NULL
2072,226,30,6,1,2,1:30.598,NULL,NULL
2073,226,35,3,6,3,1:30.907,NULL,NULL
2074,226,55,22,3,4,1:31.038,NULL,NULL
2075,226,77,22,4,5,1:31.262,NULL,NULL
2076,226,22,17,11,6,1:31.404,NULL,NULL
2077,226,50,29,17,7,1:31.615,NULL,NULL
2078,226,57,1,7,8,1:31.801,NULL,NULL
2079,226,14,1,8,9,1:32.001,NULL,NULL
2080,226,56,6,2,10,1:32.058,NULL,NULL
2081,226,49,15,15,11,1:32.130,NULL,NULL
2082,226,44,27,9,12,1:32.177,NULL,NULL
2083,226,79,25,18,13,1:32.407,NULL,NULL
2084,226,58,18,21,14,1:32.502,NULL,NULL
2085,226,84,17,12,15,1:32.696,NULL,NULL
2086,226,63,25,19,16,1:32.903,NULL,NULL
2087,226,65,15,14,17,1:33.256,NULL,NULL
2088,226,64,27,10,18,1:33.424,NULL,NULL
2089,226,83,18,20,19,1:33.727,NULL,NULL
2090,226,73,29,16,20,1:33.752,NULL,NULL
2091,226,69,28,22,21,1:34.830,NULL,NULL
2092,226,85,28,23,22,1:35.651,NULL,NULL
2093,227,71,3,5,1,1:18.941,NULL,NULL
2094,227,35,3,6,2,1:19.721,NULL,NULL
2095,227,30,6,1,3,1:20.149,NULL,NULL
2096,227,55,22,3,4,1:20.711,NULL,NULL
2097,227,22,17,11,5,1:20.818,NULL,NULL
2098,227,14,1,8,6,1:20.888,NULL,NULL
2099,227,56,6,2,7,1:20.931,NULL,NULL
2100,227,77,22,4,8,1:21.054,NULL,NULL
2101,227,57,1,7,9,1:21.078,NULL,NULL
2102,227,49,15,15,10,1:21.113,NULL,NULL
2103,227,84,17,12,11,1:21.177,NULL,NULL
2104,227,65,15,14,12,1:21.210,NULL,NULL
2105,227,50,29,17,13,1:21.367,NULL,NULL
2106,227,63,25,19,14,1:21.458,NULL,NULL
2107,227,44,27,9,15,1:21.509,NULL,NULL
2108,227,79,25,18,16,1:21.812,NULL,NULL
2109,227,64,27,10,17,1:22.733,NULL,NULL
2110,227,21,18,21,18,1:22.921,NULL,NULL
2111,227,83,18,20,19,1:23.139,NULL,NULL
2112,227,73,29,16,20,1:23.620,NULL,NULL
2113,228,30,6,1,1,1:26.890,NULL,NULL
2114,228,71,3,5,2,1:27.105,NULL,NULL
2115,228,35,3,6,3,1:27.220,NULL,NULL
2116,228,14,1,8,4,1:27.688,NULL,NULL
2117,228,55,22,3,5,1:28.009,NULL,NULL
2118,228,56,6,2,6,1:28.205,NULL,NULL
2119,228,77,22,4,7,1:28.336,NULL,NULL
2120,228,63,25,19,8,1:28.423,NULL,NULL
2121,228,22,17,11,9,1:28.632,NULL,NULL
2122,228,49,15,15,10,1:28.785,NULL,NULL
2123,228,57,1,7,11,1:29.079,NULL,NULL
2125,228,44,27,9,12,1:29.472,NULL,NULL
2126,228,50,29,17,13,1:29.539,NULL,NULL
2127,228,65,15,14,14,1:29.541,NULL,NULL
2128,228,79,25,18,15,1:29.892,NULL,NULL
2129,228,64,27,10,16,1:29.989,NULL,NULL
2130,228,83,18,20,17,1:30.471,NULL,NULL
2131,228,21,18,21,18,1:30.814,NULL,NULL
2132,228,73,29,16,19,1:31.316,NULL,NULL
2133,228,69,28,22,20,1:32.037,NULL,NULL
2134,229,30,6,1,1,1:20.356,NULL,NULL
2135,229,71,3,5,2,1:20.866,NULL,NULL
2136,229,55,22,3,3,1:20.918,NULL,NULL
2137,229,77,22,4,4,1:21.067,NULL,NULL
2138,229,14,1,8,5,1:21.460,NULL,NULL
2139,229,22,17,11,6,1:21.504,NULL,NULL
2140,229,56,6,2,7,1:21.542,NULL,NULL
2141,229,57,1,7,8,1:21.688,NULL,NULL
2142,229,49,15,15,9,1:21.929,NULL,NULL
2143,229,35,3,6,10,1:21.963,NULL,NULL
2144,229,63,25,19,11,1:22.235,NULL,NULL
2145,229,50,29,17,12,1:22.327,NULL,NULL
2146,229,65,15,14,13,1:22.346,NULL,NULL
2147,229,44,27,9,14,1:22.358,NULL,NULL
2148,229,79,25,18,15,1:22.460,NULL,NULL
2149,229,84,17,12,16,1:22.519,NULL,NULL
2150,229,64,27,10,17,1:22.682,NULL,NULL
2151,229,21,18,21,18,1:22.684,NULL,NULL
2152,229,83,18,20,19,1:23.350,NULL,NULL
2153,229,73,29,16,20,1:24.976,NULL,NULL
2154,229,69,28,22,21,1:25.059,NULL,NULL
2155,229,85,28,23,22,1:25.393,NULL,NULL
2156,230,71,3,5,1,1:20.650,NULL,NULL
2157,230,35,3,6,2,1:21.084,NULL,NULL
2158,230,30,6,1,3,1:21.587,NULL,NULL
2159,230,55,22,3,4,1:22.061,NULL,NULL
2160,230,77,22,4,5,1:22.125,NULL,NULL
2161,230,56,6,2,6,1:22.333,NULL,NULL
2162,230,22,17,11,7,1:22.379,NULL,NULL
2163,230,44,27,9,8,1:22.685,NULL,NULL
2164,230,65,15,14,9,1:23.027,NULL,NULL
2165,230,57,1,7,10,1:23.070,NULL,NULL
2166,230,49,15,15,11,1:23.195,NULL,NULL
2167,230,63,25,19,12,1:23.224,NULL,NULL
2168,230,50,29,17,13,1:23.371,NULL,NULL
2169,230,14,1,8,14,1:23.416,NULL,NULL
2170,230,84,17,12,15,1:23.438,NULL,NULL
2171,230,79,25,18,16,1:24.401,NULL,NULL
2172,230,64,27,10,17,1:24.468,NULL,NULL
2173,230,83,18,20,18,1:25.274,NULL,NULL
2174,230,21,18,21,19,1:25.531,NULL,NULL
2175,230,73,29,16,20,1:25.621,NULL,NULL
2176,240,71,3,5,1,1:20.081,NULL,NULL
2177,240,30,22,1,2,1:20.382,NULL,NULL
2178,240,14,3,6,3,1:20.422,NULL,NULL
2179,240,65,22,2,4,1:20.888,NULL,NULL
2180,240,77,6,28,5,1:20.906,NULL,NULL
2181,240,55,6,27,6,1:21.041,NULL,NULL
2182,240,57,1,8,7,1:21.399,NULL,NULL
2183,240,56,17,15,8,1:21.749,NULL,NULL
2184,240,87,1,7,9,1:21.779,NULL,NULL
2185,240,44,27,26,10,1:21.914,NULL,NULL
2186,240,79,25,3,11,1:22.325,NULL,NULL
2187,240,63,25,4,12,1:22.416,NULL,NULL
2188,240,81,29,9,13,1:22.468,NULL,NULL
